smiles,logP,qed,SAS
Cc1nc2ccccc2n1CCNC(=O)[C@H]1CCN(c2ccc(Cl)cc2)C1=O,3.1674,0.6639,2.7107
CCOC(=O)[C@H]1C(=O)NC[C@H]1c1cc(OC)c2c(c1)OCO2,0.8166,0.6653,3.3277
NC(=O)[C@@H]1CN(C(=O)CSc2ccc(Br)cc2)c2ccccc2O1,2.8207,0.7864,2.7203
CCN(Cc1ccccc1)C(=O)CNC(=O)C(=O)Nc1ccc(C#N)cc1,1.6617,0.7674,2.0529
CNC(=O)c1cc(NC(=O)CCC(=O)c2ccc(C)s2)ccc1Cl,3.6711,0.747,2.0904
CC[S@@](=O)[C@@H]1CCCC[C@@H]1NC(=O)NC1CCN(c2ccccc2)CC1,3.0344,0.8199,3.4058
C[NH+](C)CCNc1cnnc([O-])n1,-2.4984,0.5699,4.8871
Cc1nc2ccn(Cc3cccnc3)c(=O)c2cc1C(=O)Nc1cccc(F)c1,3.5396,0.5665,2.2146
O=C(COc1ccccc1F)Nc1cccc(S(=O)(=O)N2CCCC2)c1,2.6277,0.8358,1.8588
[O-]c1nc2sc3c(c2c2nc(-c4ccc(Cl)cc4)nn12)CCCC3,3.6118,0.5095,2.7934
COC(=O)[C@H]1CCC[C@H]1NC(=O)Nc1ccccc1OCC1CC1,2.9386,0.7783,2.8907
CC(C)C[C@@H](CNC(=O)N1CC[C@@H](Nc2ccccc2)C1)N1CCOCC1,2.6293,0.7679,3.0649
O=C1CCCC[C@H]1[C@@H]1CCCN1CC(F)F,2.4752,0.7428,3.3144
Cc1cc(C[NH+]2CCc3ccccc3C2)cs1,2.1977,0.8283,4.161
C#CCOC[C@@H]1CCC[NH+](Cc2ccccc2)C1,1.1313,0.6132,4.4143
COc1ccc(/C=C/c2noc(C)c2NC(=O)COc2cccc(C)c2)cc1,4.4879,0.6272,2.2854
O=C(c1cccc(Oc2cnccn2)c1)N1CCCCCC1,3.2851,0.8572,2.0092
Cc1cc(CNC(=O)NCCCc2c(C)noc2C)no1,2.0199,0.7983,2.4058
Cc1cnc(C)c(N2CCC(c3nnc(Cn4cc[nH+]c4C)n3C)CC2)n1,1.5783,0.7058,3.558
CC[NH+]1CCC(CCNC(=O)N[C@@H](C)c2ccccc2)CC1,1.7517,0.7421,3.6548
Cc1nsc(NC(=O)[C@H]2Cc3[nH]c[nH+]c3CN2)c1C(=O)[O-],-1.3898,0.6809,4.8514
CC[C@H](C)NC(=O)N1CCc2cc(OC)c(OC)cc2[C@H]1c1ccccc1,4.1594,0.8287,2.8167
CC(C)[C@@H](C)NC(=O)c1ccc(CNC(=O)OC(C)(C)C)o1,3.0786,0.8649,2.6681
COCc1cccc(C(=O)N(C)CC(=O)Nc2ccc(Cl)c(Cl)c2)c1,3.8505,0.8009,1.9298
C[C@]1(C[NH2+][C@@H]2CCCSC2)CCCO1,1.0145,0.7725,5.0721
COc1ccc(S(=O)(=O)[C@H](CNC(=O)c2cccc(Br)c2)c2cccs2)cc1,4.4642,0.5186,2.606
C[C@@H]1CCC[NH+](C/C=C/CS)CC1,1.1773,0.5042,5.6341
CC(=O)NCc1cccc(C(F)(F)F)c1,2.3415,0.8098,1.7074
COCCN1CC2(CCC1=O)CC[NH+](C/C=C/c1ccc(OC)cc1)CC2,1.6423,0.797,3.9658
C[C@@H]1CN(S(=O)(=O)N(C)Cc2cccc3ccccc23)C[C@H](C)O1,2.6256,0.8507,2.9681
CCc1cccc(C)c1NC(=O)C[NH+]1CCC(C(=O)N2CCOCC2)CC1,0.6496,0.81,3.2869
Cc1cc(C(=O)/C=C\c2ccc(COc3c(Cl)cccc3Cl)o2)n(C)n1,5.1034,0.416,2.5769
C[C@]12CCC(=O)N1c1ccccc1C(=O)N2CCC(=O)Nc1cccc(OC2CCCC2)c1,4.3356,0.6849,2.98
O=C(c1c[nH]c2ccccc12)[C@H](Sc1nnnn1Cc1ccco1)c1ccccc1,4.512,0.2971,2.8983
Cc1ccccc1N1CCN(Cc2cc(=O)n3ccsc3[nH+]2)CC1,1.8057,0.7347,3.1691
CC(C)C(=O)Nc1cccc(C(=O)Nc2ccc(N(C)C)cc2)c1,3.5994,0.8606,1.7345
CN(C)C1=c2c(=O)n(C)c(=O)n(C)c2=[NH+][C@H]2C=CC=CN12,-3.8633,0.5704,4.6866
CC(=O)c1cccc(OCC(=O)Nc2nn(-c3ccccc3Cl)cc2C)c1,4.0542,0.6276,2.2426
Cc1ccc(CN2C(=O)CC[C@H]2C(=O)NCc2csc(C(C)C)n2)cc1,3.3823,0.8302,2.8096
O=C(c1ccccc1)N1CCN(C[C@@H](O)COc2ccccc2F)CC1,2.0234,0.8627,2.3044
CN(CCN1CCC([NH3+])CC1)[C@H]1CCC[NH+](C)C1,-1.6984,0.6679,5.096
CC[C@@H](C)n1c([O-])c(C(=O)COc2ccc(C)c(C)c2)c(C)c(C#N)c1=O,2.9515,0.7248,3.3417
O=S(=O)(c1cccs1)n1ccc(-c2ccc3c(c2)CCO3)n1,2.7835,0.7354,2.5817
CNC(=O)c1ccc(-c2ccc(CNC(=O)c3c(C(C)C)noc3C)cc2)nc1C,3.7664,0.6303,2.4514
CCCC1=NN(c2ccccc2)C(=O)/C1=C(\C)NCCc1ccc(F)cc1,4.4347,0.706,2.3188
NC(=O)COc1ccc(Oc2nnc(-c3ccccc3)s2)cc1,2.8615,0.7463,2.1083
c1ccc([C@H]2CN/C(=[NH+]\[C@@H]3C[NH+]4CCC3CC4)S2)cc1,-0.8222,0.6952,6.1317
CNc1cc(COc2ccccc2OC)ccc1[N+](=O)[O-],3.2241,0.6421,1.9062
Cc1cc(C)n(-c2ccc(CSc3n[nH]c(=O)n3C[C@@H]3CCCO3)cc2)n1,2.8452,0.6557,2.9
CC1(C)NC(=O)N(CCOc2ccccc2C(N)=S)C1=O,1.03,0.6354,2.2862
C[C@@H](NC(=O)Nc1cccc(Cn2cncn2)c1)C(=O)NC(C)(C)C,1.7511,0.7748,2.6915
O=[N+]([O-])c1cc2c(cc1-c1ccc(/C=C3\SC(=S)N=C3[O-])o1)OCO2,2.7149,0.4553,3.2884
Cn1cnc(NC(=O)NCc2cccc(Cl)c2F)n1,1.9293,0.9092,2.4252
Cc1cc(Br)ccc1C[NH+]1CCC(NC(=O)c2cnn(C)c2)CC1,1.4683,0.8365,3.5022
COc1ccccc1C1(CNC(=O)c2nn(-c3ccccc3F)c(C)cc2=O)CCCC1,3.9304,0.6154,2.4948
Cc1c(-c2nnc(Cc3ccccc3)o2)nnn1-c1cccc(Cl)c1,3.8699,0.54,2.2592
CCOC(=O)[C@]1([NH2+]C(C)C)CC[C@@H](Sc2nc(C)n[nH]2)C1,1.0314,0.777,4.9108
Cc1csc([C@@H](C)NC(=O)N[C@@H](CC(C)C)c2cccs2)n1,4.6606,0.7695,3.2215
O=C(Nc1ccc(F)cc1)N1CCC[C@H](O)C1,1.8143,0.7891,2.2244
Cc1nn(CC(=O)NC[C@H](O)C[NH+](C)C)c(C)c1Br,-1.116,0.6501,3.8837
C=CCn1c(=O)c2ccccc2n(CC(=O)NC2CCCCC2)c1=O,1.7981,0.8489,2.1787
C[C@H]1OCC[C@H]1C(=O)Nc1ccnn1[C@@H](C)c1cc(Cl)ccc1Cl,4.1627,0.8475,3.6791
CC(C)Oc1cccc([C@@H](C)[NH2+]Cc2ccc(F)c(F)c2)c1,3.5766,0.8459,3.3584
Cc1ccc([N+](=O)[O-])c(NCc2ccc(C(=O)[O-])cc2)c1,1.8788,0.6723,2.3184
Cc1nonc1OCCNC(=O)c1ccc2nc(-c3ccccc3)cn2c1,2.5015,0.5284,2.5084
COC(=O)c1cncc(N(C)C[C@@H]2CCCOC2)n1,1.126,0.7701,3.0467
O=C(Cc1ccccc1)OCC[NH+]1CCc2n[nH]cc2C1,0.1366,0.7887,4.1852
C[C@@H]1c2nc3ccccc3n2[C@@H](CC(=O)NCc2ccc(F)cc2)C(=O)N1Cc1ccccc1,4.5264,0.4434,3.1088
CCc1n[nH]c(SCc2ccsc2C(=O)OC)n1,2.5075,0.6734,2.8592
O=C(Nc1ccccc1Cl)N1CCN(c2ccc(O)cc2)CC1,3.3997,0.8688,1.7936
COC(=O)CN(C(=O)c1ccc(C(F)(F)F)cc1)C(C)C,2.729,0.7995,2.0261
CO[C@]1(C)C[C@H](NC(=O)NCC(=O)NCCc2ccccc2)C1(C)C,1.8481,0.7088,3.2707
CN(C)S(=O)(=O)Nc1ccc([C@@H]2CCc3nncn3C2)cc1,1.2264,0.9292,3.1438
C[C@@H]1CC[C@@]1(C[NH3+])c1cccc(Cl)c1,2.2496,0.7776,3.8455
Nc1nnc(SCCNC(=O)OCC(F)(F)F)s1,1.5009,0.6387,2.6489
O=C(NCCCNc1ccccc1)[C@H]1C[C@@H]2CCCC[C@H]2N1C(=O)c1ccccc1,4.0783,0.6573,3.0579
CC[C@@](C)([NH3+])C(=O)Nc1ccc([N-]S(C)(=O)=O)c(C)c1,1.3089,0.8655,4.3607
CC(C)c1nnc([N-]S(=O)(=O)c2cccnc2)s1,2.4506,0.8593,3.5439
C=CCN(CC=C)C(=O)c1cc(Br)ccc1Br,4.0258,0.7014,2.4325
COc1ccc(C[C@H](C)CNC(=O)C(C)(C)C)cc1,3.0361,0.8766,2.3763
CC(C)Nc1cccc(CNC(=O)N[C@@H]2CC(=O)N(C(C)(C)C)C2)c1,2.7055,0.7639,2.9125
CC[NH+](CC)[C@@](C)(CC)C(=O)Cc1cnn(C)c1,0.6251,0.787,4.294
CC(=O)c1cc(C(=O)N2CCC[C@@H](C(=O)c3ccc4ccccc4c3)C2)cs1,4.839,0.5721,2.7187
FC(F)(F)c1[nH]nc2c1CN(Cc1ccccc1)CC2,2.9868,0.9081,2.5317
COC(=O)c1cn(C[C@H](O)c2ccc(C)cc2C)nn1,1.4151,0.8626,2.7844
COc1ccc(CNC(=O)COC(=O)c2ccccc2Br)cc1,2.9309,0.7786,1.6914
COc1ccc(CN(C)Cc2nc(C(F)(F)F)cs2)c(O)c1,3.5081,0.8894,2.4677
Cc1cc(NC(=O)C(=O)NCc2ccnc(OC(C)(C)C)c2)ccc1F,2.9613,0.8149,2.3168
O=C1[C@H]2[C@@H](C(=O)N1c1ccccc1Br)[C@]1(C(=O)Nc3ccc(F)cc31)N1CCC[C@@H]21,3.0194,0.6443,4.1297
COCCCN(C(=O)[C@H]1CCCc2ccccc21)[C@@H]1CCS(=O)(=O)C1,2.1587,0.7274,3.2133
CC/C=C(/C)C(=O)N1CSC[C@H]1C(=O)Nc1cn(C)c(=O)cc1C,1.89,0.8481,3.4193
Cc1cc(C(=O)N[C@@H]2CCCOc3ccccc32)n(C)n1,2.3722,0.922,2.6543
Cc1nn2cc(-n3cc([N+](=O)[O-])cn3)cnc2c1C#N,1.0033,0.5131,3.0251
Nc1cnccc1SCc1nc(-c2ccccn2)no1,2.4011,0.736,2.4461
Cc1cccc(NC(=O)[C@H]2CC(=O)Nc3nc(N4CCOCC4)[nH]c(=O)c32)c1,0.9794,0.738,3.1355
CC(C)c1csc([C@@H]2CCCN(C(=O)C[C@H]3CCCO3)C2)n1,3.5416,0.8312,3.2541
COC(=O)c1c(-c2ccccc2)csc1NC(=O)c1ccccc1F,4.5931,0.6656,1.8944
CCOc1cccc([C@H]2Nc3c(C)cc(C)cc3[C@H]3OCCC[C@@H]23)c1OC,5.3452,0.7646,3.4675
Cc1nc2ccc(N(C)[C@@H]3CCN(CC(F)(F)F)C3=O)cc2s1,3.2041,0.8458,3.2785
CCOc1c(F)cccc1C(=O)N[C@@H](CN1CCOCC1)c1ccccc1,3.0277,0.8029,2.5672
CC(=O)Nc1cccc(C(=O)N(CCC#N)Cc2ccco2)c1,2.7941,0.8829,2.1451
Cc1nc2c(C(=O)NC[C@H]3CCCO3)cnn2c(C)c1Cc1c(F)cccc1Cl,3.6382,0.6711,2.9908
COc1cc(CC[NH2+]C2CCN(c3nccs3)CC2)ccc1O,1.6322,0.8501,3.2768
CC(C)C(=O)NCCNC(=O)c1cc2c(s1)CC[C@@H](C)C2,2.3749,0.8211,2.7601
C[C@@H](O)c1ccc(F)cc1OC[C@H]1COc2ccccc21,3.434,0.9169,3.0288
CCC(C)(C)NC(=O)c1ccc(NC(=O)c2cc[n+]([O-])cc2)cc1,2.4907,0.6527,2.2844
C[C@H](NC(=O)C[NH+]1CC[C@H](C)[C@@H](O)C1)c1ccc2ccccc2c1,1.3026,0.8018,4.2694
CN(C)c1ccc(C[NH2+][C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)NC2CCCCC2)cc1,1.4097,0.7576,4.368
CCCOc1cc(S(=O)(=O)NC(C)C)ccc1Cl,2.8155,0.8709,1.9486
Cc1cccc(C(=O)Nc2ccc(Oc3nc4ccccc4o3)cc2)c1,5.1808,0.5327,1.9845
O=C(Nc1ccccc1Oc1cccnc1)[C@@H]1CCC[NH+]1Cc1cccc(F)c1,3.199,0.6674,3.8059
Cc1cc(C)n(-c2cc(Nc3ccccc3C)nc(C)n2)n1,3.6396,0.7798,2.2332
CCC(=O)NCC(=O)NC[C@H](C)c1c(Cl)cccc1Cl,2.7393,0.8431,2.6024
Cc1nnc(NCCc2cccc(F)c2)s1,2.6402,0.8849,2.0167
C=CCOc1cccc(C(=O)N2CCc3ccccc3C2)c1,3.4499,0.791,1.9482
CCc1ccccc1NC(=O)[C@@H]1CCCN(S(=O)(=O)c2c[nH]c(C(=O)N3CCCCCC3)c2)C1,3.6327,0.6339,2.8512
C[C@@H]([NH3+])CNC(=O)c1ccc(F)c(F)c1F,0.4641,0.7474,3.264
C[C@H]1Oc2ccc(-c3csc(NC(=O)COc4ccc(Cl)cc4)n3)cc2NC1=O,4.2004,0.609,2.7355
COCCC(=O)Nc1cc(F)ccc1NC(C)C,2.621,0.8176,2.027
COC(=O)c1cc(C[NH+](C)Cn2nc(C(C)(C)C)ccc2=O)oc1C,0.9012,0.8248,3.9151
COc1ccc(Br)cc1[C@H]([NH3+])c1ccc(SC)cc1,3.5109,0.846,3.1109
Cc1noc(C)c1C(=O)O[C@@H](C(=O)Nc1ccc(Cl)cc1C(F)(F)F)c1ccccc1,5.5004,0.5021,2.7861
O=C([O-])c1cc(Cl)ccc1N1CC(c2ccccc2)C1,2.3073,0.8709,2.3534
COc1ccc(/C=C2/SC(=O)N(CC(=O)Nc3ccc(F)cc3)C2=O)cc1OC,3.5179,0.709,2.0399
O=C(NCCCn1cc[nH+]c1)NNS(=O)(=O)c1ccccc1,-0.115,0.5035,3.2068
CCC(=O)N1CSC[C@@H]1C(=O)Nc1cccc(C[NH+](C)C)c1,0.5811,0.8497,3.6492
COc1ccc(NC(=O)C(=O)NC[C@H](c2ccccc2)[NH+](C)C)cc1,0.6357,0.6871,3.112
C[C@@H]1Cc2ccccc2N1C(=O)NCCOc1ccc([N+](=O)[O-])cc1,3.1344,0.5074,2.5568
Cc1ccc(-c2[nH]ncc2C(=O)NCc2ccc(F)cc2)cc1,3.4542,0.7587,1.9057
C[C@H]1CCC[C@](CNC(=O)c2csc(S(N)(=O)=O)c2)([NH+](C)C)C1,0.2187,0.7183,4.3255
CCN1C(=O)c2ccc(Cl)cc2N[C@@H]1c1c[nH]nc1C(C)(C)C,3.947,0.8453,3.494
O=C(NCc1ccccc1S(=O)(=O)N1CCOCC1)c1cc(F)c(Cl)cc1Cl,3.0834,0.7067,2.2086
CCc1onc(C)c1NC(=O)NCc1ccc(OCc2ccccn2)cc1,3.8411,0.6422,2.3509
Cc1cc(Cl)ccc1OCC(=O)N(Cc1cccc(F)c1)Cc1ccco1,4.9883,0.5493,2.097
O=C1OC2(CC[NH2+]CC2)CN1Cc1c(F)ccc(F)c1F,1.1521,0.8437,4.1744
C[C@@H]1CC(C(=O)N[C@@H](C)c2cc3ccccc3o2)C[C@@H](C)O1,3.8136,0.9087,3.2948
C[NH+](C)[C@H](CNC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccco1)c1ccccc1,1.8487,0.6464,3.6783
O=C(NCc1nc2ccccc2[nH]1)[C@@H]1CCCN(c2nc3ccc(F)cc3s2)C1,3.8445,0.5201,2.7863
CCC(=O)c1ccc(OC(=O)c2cnc([C@H]3CCCO3)s2)cc1,3.8065,0.459,2.9301
Cc1cscc1C(=O)NC[C@@](C)(O)C(=O)[O-],-0.7128,0.7617,3.7095
CC(C)c1[nH+]ccn1CCC(=O)Nc1ccc(Cl)c(C[S@](C)=O)c1,2.9863,0.8078,3.9134
CCOC(=O)C1(C)CCN(C(=O)C[C@H](C)c2ccccc2)CC1,3.372,0.7673,2.6654
Cc1ccc([C@@](C)(O)CNC(=O)C2=Cc3ccccc3OC2)o1,2.3877,0.9094,3.244
CC[C@@H](COC)[NH2+][C@@H](C)c1ccc(-n2cc(C)cn2)c(F)c1,2.3692,0.8539,4.1085
Cn1nc2n(c1=O)CC[NH+](Cc1cnn(-c3ccccc3)n1)C2,-1.2388,0.6927,4.2666
CCOC(=O)c1cccc(N2C(=O)/C(=C/c3cc(OC)c([O-])c([N+](=O)[O-])c3)SC2=S)c1,3.2595,0.2071,2.8095
CCc1ccc2oc(=O)cc(CN3CC[NH+](C)CC3)c2c1,0.6857,0.8589,3.3335
COC(=O)c1cccc(C(=O)N2CCCc3ccc([N+](=O)[O-])cc32)c1,2.9744,0.4819,2.0884
COc1ccc(C(=O)Nc2ccc(CC(=O)N(C)C)cc2)nn1,1.3682,0.9105,2.0809
Cc1ccc(Cl)c2sc(N3CC[NH+](CCNC(=O)c4ccc(N(C)C)cc4)CC3)nc12,2.459,0.5952,3.3548
NC(=O)CONC(=O)c1ccc(Br)cc1F,0.7349,0.8162,2.3149
C[C@H](O)[C@@H](C)Sc1ccc(CC(=O)[O-])cc1,0.8404,0.7857,3.5928
Cc1cccc(C(=O)N2CCN(c3c(N)cccc3Cl)CC2)c1,3.193,0.8481,1.953
CC1(C(=O)N2CC(CC(=O)[O-])C2)CCCC1,0.1651,0.7036,3.1234
COc1ccc2c(c1OC)OC(=O)[C@@H](CC(=O)N[C@@H](C)Cc1c[nH]c3ccccc13)[C@@H]2C,3.9613,0.4174,3.6454
COc1cc(C=O)ccc1OC(=O)c1cc2c(C)nn(-c3ccccc3)c2s1,4.4357,0.2731,2.3052
O=C(CC1CCCC1)NC1CCN(C(=O)Nc2ccc(F)cc2Cl)CC1,4.1719,0.7897,2.1472
Cc1cnn(-c2ccccc2)c1NC(=O)C[C@H]1C=CCC1,3.4755,0.8531,2.881
CC(C)C(=O)N1CCCC[C@@H]1C(=O)N[C@H]1CCc2ccccc2C1,2.6972,0.9232,2.8549
O=C(Nc1ccc(F)cc1)N1CCC[C@@H](c2nc(-c3ccc(F)cc3)no2)C1,4.4263,0.6942,2.5419
O=C1CCCC[C@@H]1Sc1nccn1-c1ccccc1,3.4761,0.839,2.7333
Cc1ccc(NC(=O)COC(=O)/C=C/c2ccc3c(c2)OCO3)cc1F,3.0579,0.65,2.1175
Cc1cc(N2CCN(CC(=O)NC3CC3)CC2)nc(-c2ccc([N+](=O)[O-])cc2)n1,1.7608,0.5902,2.2496
CC(C)[C@H](CNC(=O)C(=O)Nc1cc(C(C)(C)C)on1)N1CCOCC1,1.3836,0.7726,3.106
NC(=O)C[NH+](CC(=O)N1CCC[C@@H](C(F)(F)F)C1)C1CCCC1,0.1001,0.7678,4.3897
CCN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)N[C@@H](C)CCC1CCCC1,3.8135,0.7538,2.9157
COCCOc1ccccc1NCc1ccc(F)cc1C,3.7714,0.7637,1.8642
Cc1cc2ncn([C@@H]3C[C@H](O)[C@@H](CO)O3)c2cc1C,1.2938,0.8654,3.4139
C[C@@H]1C[NH+](Cc2ccc(O)c(Cl)c2)Cc2ccccc2O1,2.4116,0.8934,4.081
Cc1nc(-c2ccc(F)cc2)sc1C(=O)NC1(C(N)=O)CCCC1,2.7855,0.8863,2.3935
CN(C)/C=C1/C(=O)N=c2ccccc2=C1[O-],-1.2396,0.5809,3.2272
Cc1c2c(cc3c1O/C(=C\c1ccc4c(c1)OCO4)C3=O)CN(Cc1ccc3c(c1)OCO3)CO2,4.4207,0.4977,2.9473
Cc1noc(C)c1[C@@H](C)NC(=O)c1cc(N)c(Cl)c(Cl)c1,3.6714,0.8197,2.9609
CC(C)(C)C(=O)C[C@](O)(c1ccccc1)C(F)(F)C(F)F,3.7799,0.8155,3.1651
C[C@@H](C(=O)Nc1ccc(C(C)(C)C)cc1)[S@](=O)Cc1nc(-c2ccsc2)no1,4.3715,0.6164,3.3595
CCc1ccc(CC)c(NC(=O)c2cc(N3CCCC3=O)ccc2Cl)c1,4.8439,0.7822,2.1363
Cc1ccc2nc(N3CCC(C(=O)Nc4ccc(F)cc4)CC3)sc2c1,4.5989,0.7014,1.9845
Cc1ccc([C@H]2NC(=O)c3c(C)cccc3N2)o1,2.7505,0.8037,3.0014
CCc1ccc([C@H](C)CC(=O)N[C@@H]2CC=CCC2)cc1,3.9675,0.7789,2.9669
CC[C@H](C)C[NH+]1CCCC[C@@H]1C(=O)NC(C)(C)C,1.3846,0.7901,4.7871
Cc1ccc(-c2n[nH]cc2CN2CC[C@H]([NH+]3CCCC3)C2)cc1,1.6381,0.9081,4.2715
C[C@@H]([NH2+][C@H]1CCCc2cccnc21)c1ccncc1,2.1786,0.9148,4.0075
Cc1ccc(C[NH+](C)[C@H](C)C(=O)Nc2ccc(C(N)=O)cc2)o1,0.7288,0.7462,3.6915
O=C(NCc1cccc([N+](=O)[O-])c1)N[C@@H](CN1CCCC1=O)c1ccccc1,2.7577,0.5642,2.6439
CNS(=O)(=O)c1cc(C(=O)NCc2ccco2)ccc1OC,1.1263,0.8405,1.9986
CC(=O)Nc1ccc(S(=O)(=O)N2CC[NH+](Cc3cccc(Br)c3)CC2)cc1,1.4969,0.7282,3.0996
Cc1c(Cl)ccc2c(=O)c3c([nH]c12)CC[NH2+]C3,1.1094,0.7316,3.6847
O[C@@H](CNc1ccc(Cl)c(Br)c1)c1ccco1,3.841,0.8723,2.7829
CC(C)CC/C([O-])=C(/C#N)C(=O)Nc1ccc(SC(F)F)cc1,3.514,0.3487,2.968
COc1ccc(-c2[nH]c3ccccc3c2CCC(=O)Nc2ccc3c(c2)NC(=O)CS3)cc1,5.459,0.3484,2.4125
O=C(NCc1cccs1)N1CCN(Cc2nnnn2-c2ccccc2)CC1,1.7512,0.7316,2.2496
N/C(=N/O)c1ccc(OC[C@H]2C[C@H]3CC[C@@H]2C3)cc1,2.5961,0.3772,3.8891
COc1ccc(CC(=O)N2C[C@H](c3ccc(F)cc3)C[C@H]2C)cc1OC,3.79,0.7926,2.8093
O=[N+]([O-])[C@H]1C[C@@H]1/C([O-])=N/S(=O)(=O)c1ccc(Cl)s1,0.5142,0.3549,4.2526
NC1=[NH+]C[C@@]2(CCC[C@H](C3CC3)C2)N1c1ccc(Cl)cc1,1.8943,0.8816,4.4713
CCCN(CC1CC[NH2+]CC1)c1cccc(OCC)n1,1.6701,0.8315,3.5607
CC(C)(C)OC(=O)N1CC(CC[NH3+])(N2CCCCC2)C1,1.0938,0.855,3.2158
N#CC1=C(N)n2c(s/c(=C\c3ccccc3F)c2=O)=C(C#N)[C@H]1c1ccccc1F,2.1394,0.6923,3.2373
Cc1cc(N2CCOCC2)nc(Nc2ccc(NC(=O)c3ccccc3Cl)cc2)[nH+]1,3.69,0.6345,2.8405
Cc1ncc(C(=O)N2CCCC[C@@H]2c2nc3ccc(F)cc3[nH]2)c(=O)[nH]1,2.4611,0.7377,2.9422
Cc1ccsc1C(=O)N1CC=C(c2ccc(O)cc2)CC1,3.6916,0.8931,2.3237
COc1ccc(C[C@H](C)[NH+]2CCN(c3ccccc3)CC2)cc1,2.0313,0.9142,3.3653
Cc1ccc([C@H](C)NC(=O)N(CC(C)C)C2CC2)o1,3.479,0.8652,2.8615
CC[C@H](C)c1ccccc1N1C[C@@H](C(=O)N2CCN(c3ncccn3)CC2)CC1=O,2.6918,0.759,3.0676
Cc1ccc([C@@H]2CN(Cc3cnn(-c4cccc(F)c4)c3)C[C@H]2[NH+](C)C)cc1,2.4323,0.7367,3.7317
COc1cccc(C2=Nc3nnnn3[C@@H](c3cccc(OC)c3OC(F)F)C2)c1,3.4056,0.6169,3.112
CC(=O)N[C@H](C(=O)N1CCC(C(=O)N(C)C)CC1)C(C)C,0.4739,0.8369,2.5791
CC(C)Cc1cc(C(=O)Nc2cccc(CCc3nc4ccccc4[nH]3)c2)nc(=O)[nH]1,3.8822,0.4122,2.5184
COC(=O)c1ccccc1-c1ccsc1,3.2017,0.7126,1.8287
Clc1ccc(C/C=C/CC[NH2+]C2CC2)cc1Cl,3.208,0.595,3.4918
N#Cc1ccc(OC[C@H](O)CN2CC[NH+](C[C@@H]3CCCO3)CC2)cc1,-0.3225,0.7332,4.099
Cc1c(C(=O)Nc2cc([N+](=O)[O-])c(F)cc2F)cnn1-c1ccccc1,3.6194,0.5551,2.1828
CCc1cccc(NC(=O)Cn2nc(SC)c(S(=O)(=O)c3ccc(C)cc3)c2N)c1,3.5295,0.5275,2.4342
CCn1nc(C(C)C)cc1C(=O)NC[C@@H](C)N(C)c1ccccc1,3.2811,0.8341,2.8774
Cc1cc(C(=O)N2CCC(C)CC2)ccc1NC(=O)N1CCC[C@@H]1c1cccn1C,4.5746,0.7728,2.7949
CC(C)Sc1ncccc1C(=O)N[C@@H](C)Cc1ccco1,3.5361,0.81,2.7628
C[C@@H](CCc1ccccc1)NC(=O)Nc1cc(-n2cnnn2)ccc1F,2.9442,0.7062,2.6307
Cc1ncccc1CNc1cnn(C(C)(C)C)c1,2.9536,0.8938,2.5368
Cc1ccc(Cn2c(CCCC(=O)NC3CCCCCC3)nc3cccnc32)cc1,4.9497,0.5429,2.2012
CN(C)c1ccc(C(=O)OCC(=O)N2CCCC[C@H]2C(N)=O)cc1,0.7758,0.8171,2.4759
Cc1cc2[nH]c(C(=O)[O-])c(C=O)c2s1,0.7138,0.7514,3.6111
Cc1cccc(C)c1OCCNC(=O)CSc1ncn[nH]1,1.7088,0.6059,2.2768
C[C@@H]1CCN(C(=O)C(=O)Nc2cccc(N3CCCC3)c2)C[C@H]1O,1.4546,0.8129,2.9843
Cc1ccc(NC(=O)NCC2CC[NH+](CCc3ccc(F)cc3)CC2)cc1F,2.9323,0.6939,3.1278
O=C(NCCO)c1ccc(Oc2nnc(-c3ccccc3)s2)cc1,2.7195,0.7166,2.1032
CC(C)CNC(=O)[C@@H](C)[NH+]1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,1.0961,0.7405,3.8166
COc1ccc(N2CCN(C(=O)Cc3c(C)c4cc(OC)c(OC)cc4oc3=O)CC2)cc1,3.0185,0.5263,2.2575
Cc1ccc2nc3c(c(C(=O)O[C@@H](C)C(=O)Nc4ccc(S(N)(=O)=O)cc4)c2c1)CCCC3,3.2534,0.5454,2.7806
C[C@@H]1[C@H](C)CCC[C@H]1NC(=O)CCn1c(=S)[nH]c2ccccc2c1=O,3.3901,0.8063,3.1957
CCCC[C@H](NC(=O)C(=O)Nc1cc(C)cc2cccnc12)C1CCC1,3.9568,0.7459,2.8978
COc1ccc([C@@H]2c3cc(OC)c(OC)cc3CCN2C(=O)C2CCCCC2)cc1,4.7668,0.6824,2.5745
COc1cccc2sc(NC(=O)CSc3nnc4n3CCCCC4)nc12,3.3536,0.6614,2.3848
CCn1c(=O)[nH]c2cc(-c3noc(COc4ccc(OC)cc4)n3)ccc21,2.9871,0.5579,2.2493
COc1ccc(C)cc1/C=C/C(=O)NCC[C@@H](O)c1ccccc1,3.2567,0.7558,2.4871
C[C@@H](CNC(=O)c1ccc(-c2nc(C3CC3)no2)cc1)Cn1cc[nH+]c1,2.2957,0.7079,3.6726
